address1,voice,Number of employees,address2,address3,city,state,postal_code,country,web,NAICS-Description,NAICS-Number,Additional Comment,Lead Origin,Notes,temp_cntct_id
Northwest Construction Inc,(425) 453 8380,,2353 130th Ave NE,Suite 100,Bellevue,Washington,98005,United States,www.northwestconstruction.com,Construction,,,LF,Not big enough and users mailbox is full;;;;;;;;;,629
Northwest Wholesale Inc,(800) 874 6607,50-99,1567 N Wenatchee Ave,,Wenatchee,Washington,98801,United States,www.nwwinc.com,Agriculture,508301,1937,LF,;these are ALL visitors who have hit Distribution and eCommerce pages;;;;;;;;,630
Nostrum Laboratories Inc,(816) 841 4636,21-49,1800 N Topping Ave,,Kansas City,Missouri,64120,United States,www.nostrumlabs.com,Pharmaceuticals,,,LF,;;;;;;;;;,631
Notations,(215) 259 2000,,539 Jacksonville Rd,,Warminster,Pennsylvania,18974,United States,www.notations.com,Apparel and Fashion,,,LF,;;;;;;;;;,632
Nucor,(765) 364 1323,"2,000+",4537 S Nucor Rd,,Crawfordsville,Indiana,47933,United States,www.nucor-sheetmills.com,Manufacturing,69109,,LF,;;;;;;;;;,633
NuWave LLC,(877) 689 2838,100-199,1755 N Butterfield Road,,Libertyville,Illinois,60048,United States,www.nuwavenow.com,Consumer Goods,0,1997,LF,";GM James Moon https://www.linkedin.com/in/jameskmoonOps Mgr James Ahnhttps://www.facebook.com/NuWaveNow/photosIT is Gil L. They make ALSET LED Lighting https://www.linkedin.com/company/6629093GM Cindy Thomas https://www.linkedin.com/in/cindy-thomas-66902622;I'd like to call the NuWave peoples. Thanks! - Cam;mfg i believe; rick;;;;;;",634
O'Neal Steel Inc,(205) 599 8000,500-999,744 41st St N,,Birmingham,Alabama,35222,United States,www.onealsteel.com,Manufacturing,69102,1921,LF,NA;;;;;;;;;,635
Oliver,(800) 284 7437,,467 Swan Ave,,Hohenwald,Tennessee,38462,United States,www.olivertechnologies.com,Building Materials and Tools,,,LF,;;;;;;;;;,636
Omron,(224) 520 7650,200-499,55 Commerce Dr,,Schaumburg,Illinois,60173,United States,www.omron.com,Wholesalers,,1973,LF,;;;;;;;;;,637
Ontrac Equipment Services Inc,(905) 670 1655,,,,Mississauga (ON),,,Canada,,,,,LF,;;;;;;;;;,638
Orion Energy Systems Inc,(920) 892 9340,200-499,2210 Woodland Dr,,Manitowoc,Wisconsin,54220,United States,www.oesx.com,Electrical/Electronic Manufacturing,0,1996,LF,;;;;;;;;;,639
Osisko Gold Royalties Ltd,(514) 940 0670,,,,Montreal (QC),,,Canada,www.osiskogr.com,,,,LF,Not available;;;;;;;;;,640
P & W Machine Works,(909) 982 5162,,,,Upland (CA),California,,United States,,,,,LF,;;;;;;;;;,641
Pacific Handy Cutter Inc,(714) 662 1033,21-49,17819 Gillette Avenue,,Irvine,California,92614,United States,www.go-phc.com,Manufacturing,,1950,LF,;Mark Marinovich CEO;;;;;;;;,642
Pacific International Marketing,(831) 422 3745,200-499,740 Airport Blvd,,Salinas,California,93901,United States,www.pim4u.com,Food Production,,1989,LF,;like Boskovich-existing customer; Tom Russell president/founder died 1/31/17; David Black COO;;;;;;;;,643
Pacifica Trucks LLC,(310) 549 1351,,,,Long Beach (CA),California,,United States,www.pacificatrucks.com,,,,LF,;;;;;;;;;,644
Paducah Power System,(270) 575 4000,,,,Paducah (KY),Kentucky,,United States,www.paducahpower.com,,,,LF,;;;;;;;;;,645
Paige's Music,(317) 842 2102,50-99,5282 E 65th St,,Indianapolis,Indiana,46220,United States,www.paigesmusic.com,Music,,1871,LF,;;;;;;;;;,646
Panasonic Avionics Corporation,(949) 672 2000,"2,000+",26200 Enterprise Way,,Lake Forest,California,92630,United States,www.panasonic.aero,Wholesalers,,1979,LF,;;;;;;;;;,647
Pangea Enterprises Inc,(956) 542 9494,500-999,1425 E FM 802,Suite N,Brownsville,Texas,78521,United States,www.pangeasite.com,Manufacturing,,2001,LF,;;;;;;;;;,648
Pantex Ennerflo Systems Inc,(832) 861 7700,100-199,8110 McHard Rd,,Houston,Texas,77053,United States,www.pantexennerflo.com,Oil and Energy,,1955,LF,"Randy	Rejona General Manager rrejona@pantexennerflo.com 281.249.8283;add to Houston target list!;add to Houston target list!;;invite to 5/12 Houston event - https://xtuple.com/join-us-2017-xtuple-roadshow;;;;;",649
PanurgyOEM,(973) 625 4056,100-199,701 Ford Road,,Rockaway,New Jersey,7866,United States,www.panurgyoem.com,Electrical/Electronic Manufacturing,,1984,LF,;;;;;;;;;,650
Paradies,(404) 344 7905,"2,000+",2849 Paces Ferry Rd SE,Suite 400,Atlanta,Georgia,30339,United States,www.paradies-na.com,Retail,,1960,LF,;;;;;;;;;,651
Paris Art Label Company Inc,(631) 467 2907,100-199,10 Drew Court,,Patchogue,New York,11779,United States,www.parisartlabel.com,Printing,,1925,LF,;;;;;;;;;,652
Parkwood Computer Services Inc,(519) 621 6055,,,,Cambridge (ON),,,Canada,www.parkwoodcs.com,,,,LF,;hitting pre-key PostBooks version; no contact info;;;;;;;;,653
PCM,(800) 700 1000,"2,000+",1940 E Mariposa Ave,,El Segundo,California,90245,United States,www.pcm.com,Electrical/Electronic Manufacturing,62012,1987,LF,;;;;;;;;;,654
Pe Ben USA Inc,(281) 452 4204,20-Jan,13738 Fm 529 Rd,,Houston,Texas,77041,United States,www.pebenusa.com,Logistics and Supply Chain,56103,1957,LF,;Dale Mykyte CEO dmykyte@pebenusa.com;;;;;;;;,655
Peace Products Company,(610) 296 4222,,,,Malvern (PA),Pennsylvania,,United States,www.peaceproducts.com,,,,LF,;Bob Todd; CFO (Malvern PA); Judith Trimble Owner (Mobile AL);;;;;;;;,656
Peak Completion Technologies Inc,(432) 684 4155,200-499,7710 West Hwy 80,,Midland,Texas,79706,United States,www.peakcompletions.com,Oil and Energy,,2003,LF,;;;;;;;;;,657
Pearce Group,(800) 264 1790,,16161 Airline Hwy,,Prairieville,Louisiana,70769,United States,www.pearceusa.com,Machinery,0,,LF,Charlie is not in right now his ext is 103;;Charlie Walker; owner;;;;;;;,658
Peerless Electronics Inc,(800) 285 2121,100-199,700 Hicksville Road,Suite 100,Bethpage,New York,11714,United States,www.peerlesselectronics.com,Wholesalers,,1945,LF,;;;;;;;;;,659
Pelco by Schneider Electric,(559) 292 1981,"2,000+",3500 Pelco Way,,Clovis,California,93612,United States,www.pelco.com,Security and Investigations,,1957,LF,Kirk doesnt come back until the 25th of April;Kirk is not at his desk;jose is no longer there and Kirk is not available.;;Phil Cumminc pcummins@pelco.com; Alan Jorn ajorn@pelco.com; jose.armora@pelco.com; Kirk McDaniel kmcdaniela@pelco.com;;;;;,660
Pepco Poms Sports,(979) 532 3116,50-99,9611 Highway 60 S,,Lane City,Texas,77453,United States,www.pepcopoms.com,Education,,,LF,";Perma Pom https://www.linkedin.com/company/566562Marc Aaronson Ops MgrBob Silva Owner sales@pepcopoms.comChris Voulgaris Plant Mgr;Lead Forensics - Spoke to the operations guy (Marc Aaronson) who; once he found out I was schleppinÕ software; found the handset cradle quickly.;This one looks really really interesting but I'm having a hard time finding a contact. Would you mind helping me with your wizardry? Thanks!;;;;;;",661
Perfect Plastic Printing,(630) 584 1600,200-499,311 Kautz Rd,,St Charles,Illinois,60174,United States,www.perfectplastic.com,Printing,47110,1965,LF,He is not at his desk.;Mike Sabatini Dir of MFG;;;;;;;;,662
Perfect World Inc,(650) 590 7700,200-499,101 Redwood Shores Pkwy,Suite 400,Redwood City,California,94065,United States,www.perfectworld.com,Computer Software,,2008,LF,;SoCal Roadshow prospect!;;;;;;;;,663
Perry Foam Products Inc,(800) 592 6614,50-99,2335 S 30th St,,Lafayette,Indiana,47903,United States,www.perryfoam.com,Plastics,71111,1961,LF,;;;;;;;;;,664
Pet Gear Inc,(802) 438 2231,,192 Sheldon Avenue,,West Rutland,Vermont,5777,United States,www.petgearinc.com,Manufacturing,0,,LF,They are closed;;;;;;;;;,665
Piedmont Service Group,(757) 430 4483,100-199,533 Byron St,,Chesapeake,Virginia,23320,United States,www.piedmontservicegroup.com,Utilities,,1971,LF,;;;;;;;;;,666
Pioneer Solutions Inc,(610) 775 9015,,,,Reading (PA),Pennsylvania,,United States,www.pioneersolutions.com,,,,LF,;Daniel Smith; owner - partner prospect? make appointment w/xTuple's Danielle;;;;;;;;,667
Pipeline Products Inc,(800) 998 1079,20-Jan,1650 Linda Vista Drive,,San Marcos,California,92078,United States,www.pipelineproducts.com,Manufacturing,358902,1980,LF,;Ops Chris Huelsman x103;Robert ÒBobÓ Broussard (832) 367-3102 robert@pipelinepsc.com https://www.linkedin.com/in/bobbroussard1;Bob Broussard MGR of purchasing; shipping; accounting;;;;;;,668
Pitney Bowes,(203) 792 1600,"2,000+",37 Executive Dr,,Danbury,Connecticut,6810,United States,www.pitneybowes.com,Security and Investigations,,1920,LF,;;;;;;;;;,669
Pivotal Investments LLC,(503) 539 0294,,108 NW 9th Ave,Suite 201,Portland,Oregon,97209,United States,www.pivotal-investments.com,Investment Management,,,LF,pre-key PostBooks but we have no record of company;;this is a legit IP - real company;;;;;;;,670
Plasticase Inc,(450) 628 1006,,,,Terrebonne (QC),,,Canada,www.plasticase.com,,,,LF,";missy;mfgmissy;;;;;;;",671
Pleasurecraft Engine Group,(803) 345 1337,20-Jan,1737 US Highway 76,,Little Mountain,South Carolina,29075,United States,www.pleasurecraft.com,Engineering,,1976,LF,;Mark McKinney President mmckinney@pleasurecraft.com x104;Want a contact for this one - Cam;;;;;;;,672
Plexus Corp,(920) 993 2300,"2,000+",N700 County Rd CB,,Appleton,Wisconsin,54914,United States,www.plexus.com,Electrical/Electronic Manufacturing,,1979,LF,NA;;;;;;;;;,673
PMC Systems Limited,(330) 538 2268,50-99,12155 Commissioner Dr,,North Jackson,Ohio,44451,United States,www.pmcsystems.com,Manufacturing,,1983,LF,;John Frano president; Paul Graff VP john.frano@pmcsystems.com paul.graff@pmcsystems.com;;;;;;;;,674
PODS,(866) 229 4120,"2,000+",5585 Rio Vista Dr,,Clearwater,Florida,33760,United States,www.pods.com,Logistics and Supply Chain,,1998,LF,;;;;;;;;;,675
Point Conception,(949) 589 6890,,,,Rancho Santa Margarita (CA),California,,United States,www.pointconception.com,,,,LF,;owner's brother Jeff Jung CFO;;;;;;;;,676
Polar Power Inc,(310) 830 9153,21-49,249 E Gardena Blvd,,Gardena,California,90248,United States,www.polarpower.com,Manufacturing,,1979,LF,;RAJ MASINA - VP Ops; Arthur Sams - Pres (went to CalPoly Pomona that is using PostBooks¨ in CS class);;;;;;;;,677
Polo Ralph Lauren,(212) 625 1660,"2,000+",109 Prince St,,New York,New York,10012,United States,www.ralphlauren.com,Retail,0,1968,LF,;;;;;;;;;,678
Polylogical Solutions,(248) 602 2822,21-49,24404 Catherine Industrial Dr,Suite 300,Novi,Michigan,48375,United States,www.polylogical.net,Information Technology and Services,,2006,LF,Recording said number is currently not available;;;;;;;;;,679
Post Glover Resistors Inc,(800) 537 6144,100-199,1369 Cox Ave,,Erlanger,Kentucky,41018,United States,www.postglover.com,Electrical/Electronic Manufacturing,0,1892,LF,;;;;;;;;;,680
Powercon Corp,(410) 551 6500,200-499,1551 Florida Ave,,Severn,Maryland,21144,United States,www.powerconcorp.com,Electrical/Electronic Manufacturing,,1959,LF,;;;;;;;;;,681
Praxair,(716) 879 4077,"2,000+",39 Old Ridgebury Rd,,Danbury,Connecticut,6810,United States,www.praxair.com,Manufacturing,23610,1907,LF,;;;;;;;;;,682
Precept Medical Products Inc,(828) 681 0209,,370 Airport Road,,Arden,North Carolina,28704,United States,www.preceptmed.com,Medical Supplies and Equipment,,,LF,;Michael or Sharon Boyd president; Melissa Shealy CFO/IT;;;;;;;;,683
Precipart,(631) 694 5900,200-499,"100 Finn Court,",,Farmingdale,New York,11735,United States,www.precipart.com,Medical Supplies and Equipment,,1950,LF,;;;;;;;;;,684
Precision Grinding Solutions,(203) 265 2060,,,,Wallingford (CT),Connecticut,,United States,www.precisiongrindingsolutions.com,,,,LF,";looks like they're using free PostBooks but we don't have them in our database - they're missing out on valuable info about upgrades; etc;ISG? legit?;metal grindingmissy;;;;;;",685
Precision Services Group,(949) 752 1714,100-199,15201 Woodlawn Avenue,,Tustin,California,92780,United States,www.precisionservicesgroup.com,Printing,,1979,LF,;;;;;;;;;,686
Premium Tech Coating Inc,(877) 311 2141,,11921 W Okeechobee Rd,,Hialeah Gardens,Florida,33018,United States,www.premiumtech-films.com,Wholesalers,,1999,LF,;;;;;;;;;,687
Premium Windows,(562) 630 9696,,,,Paramount (CA),California,,United States,www.premiumwindowsinc.com,,,,LF,Carlos Landazuri CEO;;Switched to IT there was no answer;They are not available;;;;;;,688
Prevare LLC,(877) 232 9191,21-49,100 Cummings Center,Suite 236E,Beverly,Massachusetts,1915,United States,www.mfics.com,Information Technology and Services,,2000,LF,;;;;;;;;;,689
Pride,(413) 737 6992,200-499,246 Cottage St,,Springfield,Massachusetts,1104,United States,www.pridestores.com,Oil and Energy,,1976,LF,;Mario Spina CEO;;;;;;;;,690
Pride Marketing & Procurement Inc,(303) 801 0624,21-49,84 Inverness Circle East,,Englewood,Colorado,80112,United States,www.pridemarketing.com,Marketing and Advertising,,1989,LF,;;;;;;;;;,691
Primal Innovation,(407) 302 6534,,,,Sanford (FL),Florida,,United States,www.primalinnovation.com,,,,LF,Not available;;did not complete free demo signup;;;;;;;,692
Prime ITS,(832) 286 1911,21-49,616 Cypress Creek Pkwy,Suite 410,Houston,Texas,77090,United States,www.primeits.net,Information Technology and Services,,1993,LF,;;;;;;;;;,693
Pro-Form Laboratories,(707) 752 9010,200-499,5001 Industrial Way,,Benicia,California,94510,United States,www.proformlabs.com,Food Production,,1982,LF,";FOOD MFG (still you??). Powdered Nutritional Product MFG. - Cam;looks like mfg--rick;Food MFG - All you Rickster;mfg--rick;food mfgmissy;;;;",694
Progressive Software Solutions,(905) 882 1600,,,,Concord (ON),,,Canada,www.progressivesoftware.ca,,,,LF,;;;;;;;;;,695
Project Consulting Group,(612) 330 0123,100-199,510 First Avenue North,Suite 400,Minneapolis,Minnesota,55403,United States,www.projectconsultinggroup.com,Consultants,,1998,LF,";make appointment w/xTuple's Danielle Kerner;Jeff Larson; Partner; Lars Ranger VPSAP; Oracle; JD Edwards; MS Dynamics AX; PeopleSoft;;;;;;;",696
Prometheus International Inc,(323) 869 9200,20-Jan,6231 Bandini Blvd,,Commerce,California,90040,United States,www.prometheuskkp.com,Retail,,1992,LF,I called and left a msg.;;;;;;;;;,697
Proportion-Air ,(877) 760 7049,100-199,8250 N 600 West,,McCordsville,Indiana,46055,United States,www.proportionair.com,Electrical/Electronic Manufacturing,25940,1985,LF,;;;;;;;;;,698
Protech Solutions Inc,(501) 687 2350,200-499,303 West Capitol Ave,Suite 330,Little Rock,Arkansas,72201,United States,www.protechsolutions.com,Information Technology and Services,,1995,LF,;;;;;;;;;,699
Protochips Incorporated,(844) 467 4881,21-49,3800 Gateway Centre Blvd,Suite 306,Morrisville,North Carolina,27560,United States,www.protochips.com,Computing,46730,2002,LF,;;;;;;;;;,700
Province Electric Supply Ltd,(905) 795 1795,,,,Mississauga (ON),,,Canada,www.province-electric.com,,,,LF,;;;;;;;;;,701
Provisur Technologies Inc,(708) 479 3500,500-999,9150 W 191st St,,Mokena,Illinois,60448,United States,www.provisur.com,Food Production,71111,2008,LF,;;;;;;;;;,702
PSAV Presentation Services,(912) 238 0774,"2,000+",2 West Bay St,,Savannah,Georgia,31401,United States,www.psav.com,Events Services,,1937,LF,;using pre-key PostBooks version - no records;;;;;;;;,703
PSiSC,(803) 765 9980,100-199,825 Garland St,,Columbia,South Carolina,29201,United States,www.psisc.com,Building Materials and Tools,0,1981,LF,;;;;;;;;;,704
Putzmeister America Inc,(866) 297 8965,200-499,121 Genadena Street,,Houston,Texas,77034,United States,www.putzmeisteramerica.com,Consultants,,1958,LF,invite to 5/12 https://xtuple.com/roadshow-houston;;Peter Mendel mendelp@putzam.com;;;;;;;,705
Quala Sustainable Container Solutions,(813) 321 6485,500-999,1302 N. 19th Street,Suite 300,Tampa,Florida,33605,United States,www.quala.us.com,Transportation/Trucking/Railroad,,,LF,IT EXT 1231 NA;;;;;;;;;,706
Quality Circle Products Inc,(800) 223 0513,20-Jan,2108 Albany Post Rd,,Montrose,New York,10548,United States,www.qualitycircle.com,Logistics and Supply Chain,0,1956,LF,;;;;;;;;;,707
Quallion,(818) 833 2000,100-199,Sylmar Biomedical Park,12744 San Fernando Road,Sylmar,California,91342,United States,www.quallion.com,Design,62012,1997,LF,No receptionist the general mailbox came on.;Annabel Mendoza is QA and she is not at her desk.;Purchasing has not had a request for any ERP software so they transferred me to IT and they were not at their desk.;I tried purchasing; quality control. and there was no directory for Grant Farrell will try again later.;Operator is not at her desk....procurement is not at theirs....shipping and receiving not at theres and no way to reach Grant Farrell will try again in 2 hours;;Grant Farrell COO - invite to SoCal Roadshow!;;;,708
Quartus Engineering,(858) 875 6000,50-99,10251 Vista Sorrento Parkway,Suite 250,San Diego,California,92121,United States,www.quartus.com,Engineering,,1997,LF,Ken Paulson is na;Recording came on there was no answer;;;;;;;;,709
Quest Medical Supply,(800) 449 7077,20-Jan,600 Sweetwater Club Cir,,Longwood,Florida,32779,United States,www.questmedicalsupply.com,Wholesalers,,2002,LF,not available;Not available.;;Clint Courson president ccourson@questmedicalsupply.com;;;;;;,710
Questar,(801) 324 5000,"2,000+",333 S State St,,Salt Lake City,Utah,84145,United States,www.questar.com,Utilities,35210,1922,LF,";gasmissy;;;;;;;;",711
R J Corman Railroad Group,(859) 881 7521,"1,000-1,999",1845 Town Center Blvd,Suite 550,Orange Park,Florida,32003,United States,www.rjcorman.com,Transportation/Trucking/Railroad,,1973,LF,;;;;;;;;;,712
R J Liebe Athletic Lettering Company,(800) 845 4323,,582 Goddard Avenue,,Chesterfield,Missouri,63005,United States,www.liebe.com,Marketing and Advertising,,,LF,;;;;;;;;;,713
R&R Packaging Inc,(888) 335 3017,200-499,601 1st Ave NW,,Gravette,Arkansas,72736,United States,www.rr-solutions.us,Design,86101,1997,LF,;;;;;;;;;,714
RA-LIN and Associates Inc,(770) 834 4884,100-199,101 Parkwood Cir,,Carrollton,Georgia,30117,United States,www.ra-lin.com,Construction,,1972,LF,;;;;;;;;;,715
Rack-A-Tiers Mfg Inc,(250) 479 8124,,,,Victoria (BC),,,Canada,www.rack-a-tiers.com,,,,LF,;looks like MFG--rick;;;;;;;;,716
Rainforest Automation Inc,(604) 630 4287,,,,Burnaby (BC),,,Canada,www.rainforestautomation.com,,,,LF,"Jacque Farges is not in and they dont have a Terry Greenaway there according to the receptionist.;;Process Mgr terry.greenaway@rainforestautomation.com(604) 630-4287President jfarges@siliconvision.caJacque Farges 604-251-4852;Active Customer visitors previously assigned to Renee;PostBooks¨ customer;;;;;",717
Randolph and Baldwin,(978) 772 4095,20-Jan,17 Bligh St,,Ayer,Massachusetts,1432,United States,www.randolphandbaldwin.com,Manufacturing,871132,1941,LF,;Luke Balchunas; Pres;;;;;;;;,718
Rape Abuse & Incest National Network,(202) 544 1034,100-199,"1220 L Street, NW",Suite 505,Washington,Dist. Columbia,20005,United States,www.rainn.org,Charities and Non Profit Organizations,,1994,LF,;testing software: Naseeb Hassanzai 202-587-5350 IT Mgr naseebh@rainn.org not our sweet-spot but worth a call);;;;;;;;,719
Rassaun Services Inc,(519) 426 0150,,,,Simcoe (ON),,,Canada,www.rassaun.com,,,,LF,;Todd Saunders owner;;;;;;;;,720
